transaction_id,timestamp,amount,merchant_id,customer_id,transaction_type,country,device_id,ip_address,merchant_category,hour_of_day,is_fraud
T0001248,2024-02-12 21:43:55,8.29,M0440,C0775,remboursement,DE,D1691,10.0.209.63,commerce,21,0
T0001249,2017-06-13 06:50:24,258.57,M0240,C0596,retrait,UA,D2876,10.0.114.250,mode,6,0
T0001250,2022-06-03 01:18:09,24.66,M0141,C0941,prélèvement,UA,D0942,10.0.146.170,mode,1,1
T0001251,2024-02-03 09:06:51,155.87,M0389,C0147,virement,BR,D0871,10.0.166.117,mode,9,0
T0001252,2023-01-11 15:28:28,82.74,M0418,C0878,retrait,DE,D3393,10.0.244.120,voyage,15,0
T0001253,2018-10-17 07:02:47,179.98,M0401,C0191,retrait,BR,D0732,10.0.27.66,technologie,7,0
T0001254,2018-05-28 21:16:27,50.73,M0431,C0888,prélèvement,FR,D2998,10.0.242.140,mode,21,0
T0001255,2018-05-16 00:18:44,14.86,M0483,C0814,virement,IT,D2307,10.0.42.226,technologie,0,1
T0001256,2017-07-23 02:33:31,275.96,M0301,C0273,retrait,DE,D2088,10.0.183.122,banque,2,1
T0001257,2022-08-11 05:46:34,80.93,M0267,C0559,retrait,UK,D3168,10.0.228.75,technologie,5,1
T0001258,2022-07-31 19:42:56,69.16,M0031,C0800,prélèvement,CN,D1836,10.0.171.237,voyage,19,1
T0001259,2021-08-05 04:02:05,16.52,M0183,C0023,paiement,DE,D1193,10.0.132.151,commerce,4,0
T0001260,2018-05-23 20:18:05,25.0,M0036,C0837,retrait,UA,D3493,10.0.35.64,commerce,20,0
T0001261,2019-07-30 20:18:57,59.59,M0162,C0891,retrait,ES,D0415,10.0.176.175,banque,20,0
T0001262,2024-01-17 13:29:33,61.42,M0123,C0430,paiement,UK,D2290,10.0.82.124,banque,13,0
T0001263,2019-01-14 10:08:17,8.58,M0131,C0948,retrait,US,D1539,10.0.174.239,technologie,10,0
T0001264,2020-09-26 03:41:34,225.44,M0412,C0502,virement,FR,D2038,10.0.71.115,voyage,3,1
T0001265,2020-11-03 07:24:15,139.96,M0173,C0250,dépôt,FR,D2560,10.0.110.116,mode,7,0
T0001266,2024-02-13 14:02:10,22.57,M0297,C0273,dépôt,DE,D1773,10.0.235.211,voyage,14,0
T0001267,2019-12-03 10:28:36,139.48,M0187,C0900,paiement,UA,D2130,10.0.244.84,banque,10,0
T0001268,2020-08-03 22:49:00,215.43,M0179,C0416,dépôt,JP,D1708,10.0.13.184,technologie,22,0
T0001269,2018-03-08 08:55:53,104.23,M0263,C0107,paiement,JP,D0769,10.0.115.59,loisir,8,0
T0001270,2021-01-22 08:22:27,74.97,M0022,C0757,dépôt,DE,D3593,10.0.48.89,loisir,8,0
T0001271,2023-08-14 17:31:12,7.68,M0298,C0999,paiement,RU,D2596,10.0.228.53,restaurant,17,0
T0001272,2023-01-30 14:40:41,279.36,M0449,C0189,virement,UK,D2306,10.0.182.99,banque,14,0
T0001273,2018-12-06 06:39:51,721.61,M0274,C0663,retrait,RU,D2491,10.0.95.43,mode,6,0
T0001274,2024-06-13 20:53:38,76.0,M0500,C0773,dépôt,FR,D0192,10.0.74.15,banque,20,0
T0001275,2020-09-15 06:06:10,59.07,M0008,C1000,dépôt,FR,D2908,10.0.58.114,voyage,6,0
T0001276,2023-01-21 08:15:18,131.39,M0344,C0250,remboursement,NG,D3726,10.0.43.133,commerce,8,0
T0001277,2018-04-16 03:45:07,155.03,M0423,C0007,virement,FR,D1832,10.0.1.148,loisir,3,0
T0001278,2018-08-26 20:29:47,12.09,M0045,C0352,remboursement,NG,D2461,10.0.141.149,banque,20,0
T0001279,2018-01-19 08:21:09,10.37,M0410,C0402,paiement,IT,D1814,10.0.248.223,voyage,8,0
T0001280,2021-04-29 12:18:55,6.59,M0332,C0880,dépôt,UK,D3555,10.0.0.58,commerce,12,0
T0001281,2017-08-11 02:18:35,187.33,M0141,C0474,prélèvement,IT,D2931,10.0.31.139,santé,2,0
T0001282,2021-06-04 22:05:40,42.41,M0278,C0802,dépôt,ES,D3274,10.0.48.186,mode,22,0
T0001283,2024-04-02 00:03:23,97.97,M0050,C0879,retrait,IT,D2949,10.0.211.30,technologie,0,1
T0001284,2022-09-17 22:39:04,5.23,M0006,C0399,dépôt,RU,D1226,10.0.123.90,mode,22,0
T0001285,2020-01-31 07:29:29,11.73,M0410,C0842,virement,JP,D2690,10.0.91.19,voyage,7,0
T0001286,2024-12-08 04:36:12,74.55,M0381,C0990,virement,JP,D2559,10.0.52.243,mode,4,0
T0001287,2022-01-10 14:31:14,53.03,M0417,C0749,retrait,RU,D3147,10.0.83.90,technologie,14,1
T0001288,2021-10-03 13:13:31,36.58,M0142,C0214,virement,BR,D2859,10.0.19.82,mode,13,0
T0001289,2018-05-21 10:11:59,435.24,M0112,C0803,remboursement,ES,D1786,10.0.61.53,santé,10,0
T0001290,2022-05-23 20:31:37,13.6,M0444,C0607,retrait,ES,D3444,10.0.30.77,santé,20,0
T0001291,2019-11-28 09:03:33,13.06,M0458,C0005,virement,US,D0141,10.0.178.216,banque,9,0
T0001292,2021-09-22 04:05:12,61.45,M0106,C0854,paiement,RU,D3663,10.0.180.41,banque,4,0
T0001293,2019-10-15 04:45:26,44.75,M0135,C0461,prélèvement,NG,D2818,10.0.50.185,voyage,4,0
T0001294,2021-02-16 09:58:50,249.78,M0283,C0642,virement,JP,D1940,10.0.153.34,voyage,9,0
T0001295,2022-02-08 04:55:04,2.63,M0418,C0782,remboursement,JP,D3564,10.0.188.42,santé,4,0
T0001296,2017-08-31 02:55:12,159.18,M0029,C0426,dépôt,FR,D3661,10.0.85.162,restaurant,2,0
T0001297,2018-03-29 10:53:17,263.46,M0471,C0892,paiement,UK,D3102,10.0.66.161,restaurant,10,0
T0001298,2022-02-07 15:31:33,424.19,M0470,C0174,paiement,FR,D0593,10.0.29.131,banque,15,0
T0001299,2018-06-22 10:44:52,78.12,M0336,C0237,retrait,UK,D1604,10.0.26.127,commerce,10,0
T0001300,2021-09-10 04:00:17,54.69,M0024,C0046,dépôt,UA,D0614,10.0.19.156,santé,4,0
T0001301,2020-06-12 00:09:20,75.85,M0220,C0490,paiement,US,D2235,10.0.167.8,mode,0,0
T0001302,2023-11-21 06:39:18,62.94,M0152,C0138,prélèvement,US,D1151,10.0.221.159,technologie,6,0
T0001303,2017-11-28 16:00:19,23.79,M0420,C0915,virement,CN,D1326,10.0.26.201,voyage,16,0
T0001304,2019-08-13 20:28:55,59.37,M0105,C0010,remboursement,CN,D0622,10.0.39.195,loisir,20,0
T0001305,2024-01-11 06:42:58,38.22,M0186,C0483,prélèvement,FR,D3556,10.0.7.49,loisir,6,0
T0001306,2019-08-18 12:17:42,90.28,M0070,C0634,remboursement,US,D1406,10.0.53.138,technologie,12,0
T0001307,2018-10-04 11:17:26,44.77,M0479,C0183,virement,BR,D2311,10.0.77.236,loisir,11,0
T0001308,2018-03-19 21:53:22,39.4,M0085,C0676,paiement,ES,D3179,10.0.171.27,commerce,21,0
T0001309,2020-09-09 15:03:33,13.16,M0109,C0045,remboursement,ES,D1731,10.0.240.230,voyage,15,0
T0001310,2021-04-13 10:12:06,29.71,M0252,C0918,virement,US,D1292,10.0.121.183,mode,10,0
T0001311,2024-01-05 13:45:09,42.67,M0432,C0684,dépôt,NG,D0914,10.0.139.130,mode,13,0
T0001312,2023-07-29 11:43:59,50.03,M0332,C0312,retrait,NG,D0294,10.0.75.167,mode,11,0
T0001313,2022-01-18 07:25:52,179.51,M0485,C0143,dépôt,BR,D2026,10.0.119.43,voyage,7,0
T0001314,2020-12-30 00:22:11,219.75,M0143,C0095,prélèvement,JP,D2616,10.0.109.91,commerce,0,0
T0001315,2023-09-09 17:29:51,328.52,M0360,C0274,paiement,ES,D3018,10.0.213.249,santé,17,0
T0001316,2023-12-18 01:39:05,100.1,M0427,C0196,retrait,ES,D3085,10.0.189.106,commerce,1,0
T0001317,2022-09-17 14:02:47,14.77,M0015,C0356,remboursement,UK,D3149,10.0.204.196,mode,14,0
T0001318,2024-11-02 04:44:57,1981.13,M0487,C0948,retrait,RU,D3631,10.0.194.199,banque,4,1
T0001319,2022-09-04 01:02:00,22.0,M0411,C0908,virement,FR,D1687,10.0.39.230,mode,1,0
T0001320,2022-01-11 11:03:36,507.57,M0106,C0808,dépôt,CN,D1266,10.0.44.24,restaurant,11,0
T0001321,2022-04-03 06:15:28,141.6,M0071,C0784,prélèvement,NG,D3768,10.0.137.92,mode,6,0
T0001322,2019-02-04 09:37:05,37.33,M0169,C0865,retrait,UK,D2158,10.0.216.77,voyage,9,0
T0001323,2021-02-10 05:00:40,37.45,M0153,C0055,remboursement,JP,D2332,10.0.17.32,voyage,5,0
T0001324,2018-12-29 02:02:33,13.24,M0196,C0057,virement,CN,D0820,10.0.93.132,santé,2,1
T0001325,2020-07-24 01:19:29,149.61,M0146,C0246,paiement,UA,D3485,10.0.63.206,mode,1,0
T0001326,2023-02-06 15:17:36,18.51,M0229,C0775,dépôt,RU,D1533,10.0.127.220,technologie,15,0
T0001327,2018-01-09 08:26:51,106.34,M0219,C0641,retrait,JP,D3386,10.0.10.86,santé,8,0
T0001328,2022-12-25 06:53:34,156.26,M0119,C0732,dépôt,CN,D0766,10.0.201.5,commerce,6,0
T0001329,2020-07-07 21:51:28,155.41,M0211,C0469,paiement,ES,D0242,10.0.86.172,commerce,21,0
T0001330,2021-12-03 11:40:44,166.89,M0030,C0585,virement,DE,D2679,10.0.28.147,loisir,11,0
T0001331,2023-03-24 19:21:49,102.88,M0406,C1000,retrait,BR,D0752,10.0.175.135,restaurant,19,0
T0001332,2019-08-23 16:27:47,126.12,M0485,C0617,dépôt,BR,D1842,10.0.24.76,mode,16,0
T0001333,2023-12-22 19:51:29,47.05,M0115,C0073,retrait,UK,D3647,10.0.81.178,loisir,19,0
T0001334,2018-10-22 17:54:17,185.18,M0115,C0756,remboursement,NG,D0089,10.0.212.86,santé,17,0
T0001335,2022-06-10 17:26:49,112.01,M0086,C0293,dépôt,BR,D2509,10.0.215.58,mode,17,0
T0001336,2021-03-31 11:33:36,9.17,M0201,C0096,dépôt,UK,D1870,10.0.57.60,commerce,11,0
T0001337,2018-01-01 07:44:14,17.12,M0169,C0158,paiement,NG,D0594,10.0.233.61,santé,7,0
T0001338,2022-03-13 01:46:57,119.91,M0044,C0164,paiement,US,D3631,10.0.175.162,commerce,1,0
T0001339,2024-11-01 19:29:01,14.4,M0348,C0406,dépôt,JP,D1240,10.0.165.85,mode,19,0
T0001340,2018-04-26 21:25:41,96.56,M0414,C0927,prélèvement,UK,D0443,10.0.180.237,loisir,21,0
T0001341,2019-01-29 21:13:14,39.85,M0387,C0873,paiement,CN,D3944,10.0.88.152,banque,21,0
T0001342,2023-02-23 16:37:17,40.63,M0084,C0045,retrait,IT,D1742,10.0.212.6,restaurant,16,0
T0001343,2022-08-16 00:35:02,6.43,M0424,C0980,paiement,RU,D1490,10.0.196.134,technologie,0,1
T0001344,2022-05-06 10:09:36,40.36,M0327,C0863,paiement,JP,D2265,10.0.89.225,technologie,10,0
T0001345,2021-06-27 19:44:24,167.45,M0026,C0278,retrait,FR,D0731,10.0.106.193,loisir,19,0
T0001346,2019-03-08 09:58:06,24.26,M0017,C0367,retrait,CN,D1211,10.0.115.162,santé,9,0
T0001347,2019-04-23 06:29:48,467.63,M0393,C0412,retrait,ES,D1061,10.0.189.114,loisir,6,0
T0001348,2021-10-26 13:28:48,191.82,M0403,C0226,retrait,JP,D1032,10.0.26.248,loisir,13,0
T0001349,2017-03-07 13:50:00,70.79,M0237,C0558,dépôt,UA,D2190,10.0.11.253,commerce,13,0
T0001350,2018-05-14 17:53:01,78.29,M0384,C0268,virement,DE,D2201,10.0.142.176,voyage,17,0
T0001351,2024-09-26 07:18:43,479.6,M0316,C0423,paiement,US,D0401,10.0.2.178,commerce,7,0
T0001352,2024-01-14 12:40:55,4.92,M0095,C0105,prélèvement,UA,D3016,10.0.157.138,restaurant,12,0
T0001353,2022-01-18 17:25:00,39.63,M0218,C0875,prélèvement,DE,D2915,10.0.24.66,technologie,17,0
T0001354,2019-02-14 10:11:17,55.4,M0089,C0959,prélèvement,FR,D3979,10.0.15.20,technologie,10,0
T0001355,2020-07-27 04:58:13,37.95,M0453,C0675,virement,RU,D1398,10.0.250.239,restaurant,4,0
T0001356,2020-09-04 19:13:50,23.51,M0253,C0713,remboursement,US,D1861,10.0.61.12,loisir,19,0
T0001357,2017-04-13 22:01:58,46.09,M0257,C0784,dépôt,UA,D3127,10.0.202.172,mode,22,0
T0001358,2021-03-14 09:35:00,85.93,M0438,C0068,virement,CN,D1185,10.0.11.0,loisir,9,0
T0001359,2020-12-27 04:59:10,438.84,M0204,C0078,remboursement,JP,D0097,10.0.211.234,technologie,4,0
T0001360,2020-03-25 19:27:16,281.28,M0060,C0212,paiement,FR,D0662,10.0.238.106,voyage,19,0
T0001361,2021-03-09 03:05:34,93.49,M0217,C0429,dépôt,DE,D1038,10.0.155.218,commerce,3,0
T0001362,2019-10-26 03:33:24,42.92,M0111,C0930,prélèvement,FR,D1156,10.0.143.31,restaurant,3,0
T0001363,2023-04-22 10:49:26,11.75,M0482,C0216,dépôt,JP,D0777,10.0.162.116,mode,10,0
T0001364,2021-09-14 19:21:18,572.22,M0469,C0519,remboursement,ES,D3195,10.0.100.164,technologie,19,0
T0001365,2018-03-02 21:34:32,242.39,M0208,C0663,remboursement,NG,D1186,10.0.119.41,restaurant,21,0
T0001366,2024-01-09 02:47:45,88.08,M0440,C0074,retrait,BR,D0262,10.0.186.39,voyage,2,1
T0001367,2020-07-17 17:35:05,335.5,M0228,C0147,remboursement,RU,D1400,10.0.248.25,commerce,17,0
T0001368,2023-09-17 06:55:40,717.7,M0360,C0773,prélèvement,FR,D1136,10.0.84.7,santé,6,0
T0001369,2019-04-17 14:21:15,12.88,M0355,C0378,retrait,ES,D0730,10.0.120.101,santé,14,0
T0001370,2024-10-10 13:20:55,136.4,M0148,C0984,retrait,US,D2393,10.0.210.61,mode,13,0
T0001371,2023-08-19 17:18:06,0.19,M0350,C0501,retrait,UK,D3615,10.0.103.13,loisir,17,0
T0001372,2021-08-28 13:46:37,231.01,M0029,C0121,virement,DE,D2894,10.0.65.40,voyage,13,0
T0001373,2023-08-09 03:49:30,2.52,M0077,C0101,retrait,BR,D0612,10.0.95.243,commerce,3,0
T0001374,2019-06-05 11:44:06,61.39,M0012,C0144,remboursement,FR,D2903,10.0.242.58,loisir,11,0
T0001375,2020-04-17 00:42:56,2480.94,M0235,C0784,prélèvement,RU,D3026,10.0.136.198,santé,0,1
T0001376,2017-11-09 02:37:45,62.83,M0476,C0570,virement,JP,D2012,10.0.158.93,banque,2,1
T0001377,2019-01-21 21:37:40,117.23,M0292,C0598,remboursement,BR,D3516,10.0.242.17,restaurant,21,0
T0001378,2019-06-21 19:44:21,164.91,M0018,C0411,prélèvement,US,D1152,10.0.86.42,banque,19,0
T0001379,2019-01-30 01:43:58,41.5,M0357,C0299,dépôt,DE,D2646,10.0.44.157,commerce,1,0
T0001380,2023-02-20 15:43:07,91.5,M0275,C0266,retrait,BR,D1430,10.0.46.174,technologie,15,1
T0001381,2021-02-09 17:20:51,16.2,M0064,C0030,dépôt,DE,D1465,10.0.9.119,banque,17,0
T0001382,2017-10-03 06:25:16,526.15,M0465,C0358,virement,ES,D2293,10.0.40.75,restaurant,6,0
T0001383,2019-03-25 17:10:48,1811.8,M0176,C0854,remboursement,IT,D1278,10.0.251.133,restaurant,17,0
T0001384,2022-03-06 07:58:13,9.55,M0421,C0863,retrait,UA,D0330,10.0.82.176,technologie,7,0
T0001385,2022-12-09 20:32:08,69.05,M0034,C0248,dépôt,DE,D2354,10.0.251.245,loisir,20,0
T0001386,2020-09-29 10:37:23,136.91,M0253,C0013,dépôt,NG,D2943,10.0.54.177,technologie,10,0
T0001387,2024-06-02 03:50:14,140.04,M0174,C0314,remboursement,RU,D2034,10.0.17.59,technologie,3,0
T0001388,2018-02-13 21:38:26,238.67,M0388,C0224,paiement,UK,D3707,10.0.249.98,commerce,21,0
T0001389,2019-07-02 04:54:40,103.08,M0099,C0975,paiement,FR,D1106,10.0.156.22,technologie,4,0
T0001390,2019-04-24 08:27:53,551.17,M0197,C0614,paiement,UA,D0045,10.0.5.247,banque,8,0
T0001391,2020-09-17 06:25:06,38.24,M0028,C0538,virement,NG,D2715,10.0.183.168,commerce,6,0
T0001392,2023-05-03 12:21:50,23.25,M0360,C0741,remboursement,JP,D1307,10.0.99.27,santé,12,0
T0001393,2023-08-20 18:09:26,8.3,M0341,C0472,remboursement,UK,D0028,10.0.210.75,mode,18,0
T0001394,2017-11-26 18:14:39,276.44,M0086,C0555,prélèvement,UA,D3662,10.0.179.71,voyage,18,0
T0001395,2022-07-01 13:45:18,243.94,M0102,C0665,dépôt,UK,D0200,10.0.246.180,mode,13,0
T0001396,2023-08-23 18:45:29,4.31,M0255,C0222,remboursement,RU,D0986,10.0.100.98,voyage,18,0
T0001397,2017-05-26 08:32:03,17.85,M0084,C0510,dépôt,UK,D3618,10.0.59.220,voyage,8,0
T0001398,2022-04-18 06:00:26,306.15,M0477,C0568,retrait,UK,D0378,10.0.224.245,mode,6,0
T0001399,2018-07-20 09:37:37,179.39,M0082,C0621,dépôt,UA,D0922,10.0.120.96,santé,9,0
T0001400,2022-05-10 11:57:25,25.12,M0389,C0714,virement,CN,D3758,10.0.118.96,mode,11,0
T0001401,2021-11-28 07:33:47,57.43,M0035,C0009,prélèvement,NG,D2335,10.0.26.21,commerce,7,0
T0001402,2022-06-03 12:30:35,47.16,M0169,C0015,prélèvement,UK,D1761,10.0.7.249,santé,12,0
T0001403,2024-07-04 00:44:35,36.26,M0431,C0068,prélèvement,DE,D2749,10.0.169.107,voyage,0,1
T0001404,2020-11-24 19:02:41,50.93,M0446,C0060,paiement,JP,D3448,10.0.94.179,commerce,19,0
T0001405,2020-01-27 00:29:48,6.43,M0362,C0895,prélèvement,BR,D2254,10.0.42.125,technologie,0,1
T0001406,2018-09-02 09:33:39,211.5,M0077,C0622,virement,BR,D2528,10.0.14.48,mode,9,0
T0001407,2021-04-08 15:51:55,158.15,M0297,C0994,virement,IT,D1872,10.0.54.67,technologie,15,0
T0001408,2024-12-27 09:47:11,483.71,M0454,C0189,dépôt,US,D1649,10.0.187.114,voyage,9,0
T0001409,2019-07-05 17:09:16,4.08,M0131,C0694,paiement,UK,D2042,10.0.45.58,voyage,17,0
T0001410,2019-12-09 14:25:17,128.83,M0350,C0503,prélèvement,RU,D3145,10.0.247.104,mode,14,0
T0001411,2021-06-03 08:58:15,268.48,M0195,C0191,dépôt,DE,D1365,10.0.77.79,technologie,8,0
T0001412,2023-06-26 22:13:41,196.32,M0461,C0110,paiement,FR,D0443,10.0.245.246,mode,22,0
T0001413,2022-05-11 17:29:00,6.41,M0185,C0092,remboursement,NG,D3943,10.0.105.227,loisir,17,0
T0001414,2020-07-06 05:27:55,305.08,M0032,C0186,retrait,DE,D3816,10.0.179.240,mode,5,0
T0001415,2018-08-29 07:22:09,82.41,M0033,C0145,prélèvement,FR,D3849,10.0.91.55,loisir,7,0
T0001416,2018-08-23 05:42:47,3.78,M0446,C0596,prélèvement,FR,D3973,10.0.80.242,santé,5,0
T0001417,2020-01-14 22:56:43,287.38,M0319,C0100,virement,UK,D3365,10.0.135.51,loisir,22,0
T0001418,2024-01-12 18:06:11,2397.2,M0183,C0394,paiement,JP,D1822,10.0.244.121,santé,18,0
T0001419,2024-09-20 09:34:38,52.24,M0263,C0852,retrait,JP,D0874,10.0.226.211,mode,9,0
T0001420,2023-12-18 12:04:12,97.32,M0226,C0434,virement,FR,D3470,10.0.18.97,technologie,12,0
T0001421,2019-07-15 04:48:03,4.76,M0225,C0809,dépôt,FR,D1665,10.0.226.130,commerce,4,0
T0001422,2021-12-05 01:12:37,151.57,M0043,C0297,prélèvement,FR,D1123,10.0.137.247,voyage,1,1
T0001423,2019-11-08 04:35:40,96.18,M0044,C0601,virement,FR,D2935,10.0.182.209,banque,4,1
T0001424,2019-05-05 17:31:04,41.97,M0358,C0789,retrait,FR,D1919,10.0.170.57,commerce,17,0
T0001425,2023-09-17 02:41:09,155.57,M0399,C0170,retrait,BR,D1354,10.0.160.195,loisir,2,0
T0001426,2024-03-08 13:03:32,334.16,M0120,C0556,virement,ES,D3295,10.0.137.196,technologie,13,0
T0001427,2023-04-27 16:51:31,45.83,M0117,C0105,virement,UK,D2831,10.0.34.64,loisir,16,0
T0001428,2021-10-17 07:27:20,75.68,M0341,C0564,virement,UA,D0605,10.0.155.219,loisir,7,0
T0001429,2020-12-20 15:28:17,311.51,M0347,C0118,remboursement,ES,D2842,10.0.169.85,commerce,15,0
T0001430,2021-09-27 23:22:36,23.75,M0455,C0064,paiement,NG,D2028,10.0.138.76,loisir,23,0
T0001431,2018-03-24 18:13:16,180.92,M0265,C0778,retrait,ES,D3128,10.0.158.24,loisir,18,0
T0001432,2020-10-30 23:39:58,9.44,M0054,C0952,retrait,ES,D2154,10.0.29.147,banque,23,0
T0001433,2024-04-09 21:33:03,13.93,M0131,C0992,paiement,CN,D0937,10.0.35.184,voyage,21,0
T0001434,2017-05-10 17:26:20,67.3,M0082,C0707,remboursement,IT,D2714,10.0.19.17,loisir,17,0
T0001435,2021-09-20 13:06:01,319.51,M0203,C0772,retrait,RU,D2251,10.0.96.78,restaurant,13,0
T0001436,2020-08-07 09:47:04,32.57,M0335,C0467,retrait,RU,D0539,10.0.28.47,commerce,9,0
T0001437,2024-12-05 17:37:26,6.1,M0297,C0970,remboursement,IT,D3830,10.0.122.193,santé,17,0
T0001438,2021-01-11 12:10:16,231.54,M0475,C0590,virement,BR,D1950,10.0.15.94,voyage,12,0
T0001439,2020-09-23 03:01:18,12.82,M0069,C0596,retrait,IT,D1346,10.0.33.205,restaurant,3,0
T0001440,2018-03-16 23:30:01,2885.48,M0156,C0843,paiement,RU,D0653,10.0.119.27,banque,23,1
T0001441,2018-04-04 02:58:14,61.26,M0312,C0314,remboursement,NG,D3756,10.0.144.216,loisir,2,0
T0001442,2021-07-31 22:36:22,116.05,M0124,C0029,paiement,ES,D0954,10.0.168.167,banque,22,0
T0001443,2018-09-30 20:48:56,316.61,M0336,C0303,remboursement,JP,D1203,10.0.220.228,loisir,20,0
T0001444,2020-01-12 15:49:44,134.09,M0494,C0415,virement,IT,D0019,10.0.178.65,santé,15,0
T0001445,2023-01-29 02:48:32,219.0,M0186,C0474,dépôt,DE,D3461,10.0.129.24,restaurant,2,0
T0001446,2020-08-17 10:19:21,1031.59,M0364,C0271,virement,US,D0932,10.0.220.226,commerce,10,0
T0001447,2021-03-21 13:04:33,28.72,M0348,C0601,remboursement,IT,D0694,10.0.130.31,loisir,13,0
T0001448,2019-07-30 20:00:34,202.97,M0070,C0919,prélèvement,UA,D0606,10.0.186.12,santé,20,0
T0001449,2023-03-16 17:21:56,75.84,M0412,C0989,paiement,NG,D1293,10.0.62.65,voyage,17,0
T0001450,2023-04-22 07:05:37,163.24,M0466,C0223,prélèvement,UK,D1568,10.0.41.219,banque,7,0
T0001451,2022-12-20 13:41:34,91.72,M0226,C0622,retrait,US,D0486,10.0.193.209,restaurant,13,0
T0001452,2017-10-10 03:27:38,106.82,M0460,C0003,prélèvement,UK,D2031,10.0.2.252,santé,3,0
T0001453,2018-01-22 13:04:21,11.85,M0192,C0823,dépôt,BR,D2609,10.0.97.111,restaurant,13,0
T0001454,2017-08-06 13:29:48,498.7,M0359,C0324,prélèvement,FR,D3111,10.0.135.164,restaurant,13,0
T0001455,2022-08-20 01:40:12,131.24,M0317,C0855,paiement,US,D1652,10.0.105.175,santé,1,0
T0001456,2023-06-30 00:01:45,207.5,M0407,C0995,prélèvement,DE,D2504,10.0.213.162,loisir,0,0
T0001457,2024-07-04 17:57:33,36.8,M0202,C0148,remboursement,UK,D1005,10.0.248.190,technologie,17,0
T0001458,2022-02-21 02:20:06,112.38,M0188,C0198,retrait,UA,D0747,10.0.213.129,loisir,2,0
T0001459,2019-09-10 03:34:51,4.13,M0377,C0782,paiement,RU,D3234,10.0.41.186,santé,3,0
T0001460,2021-04-02 11:38:42,108.4,M0128,C0528,remboursement,DE,D2449,10.0.225.247,loisir,11,0
T0001461,2022-11-24 13:59:34,494.07,M0218,C0917,dépôt,BR,D3966,10.0.204.114,technologie,13,0
T0001462,2021-02-01 00:41:49,11.85,M0445,C0860,paiement,BR,D2413,10.0.72.4,banque,0,0
T0001463,2023-12-19 12:04:08,22.93,M0491,C0977,paiement,UA,D1002,10.0.176.177,restaurant,12,0
T0001464,2018-10-20 08:40:46,232.8,M0304,C0837,prélèvement,US,D1358,10.0.243.15,mode,8,0
T0001465,2022-06-04 14:27:30,291.5,M0150,C0398,remboursement,BR,D3422,10.0.41.144,voyage,14,0
T0001466,2017-09-01 21:54:02,60.42,M0064,C0050,remboursement,IT,D3825,10.0.180.131,voyage,21,0
T0001467,2023-11-11 21:25:28,0.66,M0377,C0308,retrait,FR,D0690,10.0.225.51,commerce,21,0
T0001468,2022-02-17 20:51:25,157.92,M0089,C0074,retrait,BR,D2066,10.0.151.243,commerce,20,0
T0001469,2018-11-11 09:48:48,191.64,M0360,C0047,prélèvement,UA,D1742,10.0.122.149,technologie,9,0
T0001470,2018-03-24 06:46:38,293.15,M0159,C0227,paiement,NG,D0836,10.0.127.98,banque,6,0
T0001471,2019-11-21 19:52:36,137.81,M0098,C0474,virement,CN,D1245,10.0.222.182,restaurant,19,0
T0001472,2022-01-13 01:56:42,35.9,M0341,C0443,paiement,DE,D2538,10.0.21.213,mode,1,0
T0001473,2018-02-03 12:40:11,199.28,M0302,C0685,remboursement,BR,D1678,10.0.25.157,voyage,12,0
T0001474,2024-05-26 13:31:43,216.29,M0222,C0758,paiement,UA,D1831,10.0.97.187,voyage,13,0
T0001475,2018-03-20 04:59:53,119.51,M0296,C0204,prélèvement,IT,D2732,10.0.91.49,voyage,4,1
T0001476,2023-06-28 19:12:34,173.04,M0057,C0798,retrait,US,D1647,10.0.102.77,commerce,19,0
T0001477,2018-02-02 19:59:55,81.3,M0169,C0717,dépôt,ES,D3297,10.0.31.236,loisir,19,0
T0001478,2022-03-20 01:22:16,75.85,M0056,C0214,virement,FR,D2011,10.0.60.163,restaurant,1,0
T0001479,2024-11-11 21:19:29,285.28,M0438,C0178,retrait,RU,D3515,10.0.196.218,loisir,21,0
T0001480,2017-08-23 00:27:18,62.55,M0428,C0567,virement,FR,D2227,10.0.151.14,loisir,0,0
T0001481,2021-08-31 11:48:31,70.99,M0279,C0176,remboursement,RU,D3155,10.0.155.87,loisir,11,0
T0001482,2024-06-30 02:38:36,7.7,M0318,C0143,retrait,IT,D0969,10.0.186.98,mode,2,0
T0001483,2019-09-13 13:27:55,46.99,M0094,C0601,prélèvement,FR,D0296,10.0.81.51,loisir,13,0
T0001484,2023-01-02 10:00:46,197.18,M0349,C0623,prélèvement,IT,D1414,10.0.57.163,santé,10,0
T0001485,2022-01-25 03:02:25,202.39,M0479,C0980,virement,ES,D2981,10.0.123.81,mode,3,0
T0001486,2017-01-27 01:46:35,60.71,M0306,C0202,virement,IT,D3241,10.0.136.93,restaurant,1,0
T0001487,2017-01-23 13:59:05,133.52,M0429,C0937,dépôt,NG,D3559,10.0.38.43,technologie,13,0
T0001488,2019-02-17 02:39:52,298.41,M0093,C0981,retrait,UA,D1568,10.0.239.20,technologie,2,1
T0001489,2019-04-05 08:01:03,94.77,M0387,C0518,virement,UK,D2874,10.0.88.130,voyage,8,0
T0001490,2017-10-09 02:35:48,20.54,M0059,C0696,paiement,FR,D3045,10.0.220.45,restaurant,2,0
